Dataset,Model,Params,CV_Accuracy_mean,CV_Accuracy_std,CV_F1_mean,CV_F1_std,Fit_time_mean_s,Fit_time_std_s,Score_time_mean_s,Score_time_std_s,Holdout_Accuracy,Holdout_F1_macro,Holdout_Train_time_s,Holdout_Infer_time_s,Rank_in_dataset_model
dataset1,SVM_rbf,"{""svc__C"": 1, ""svc__class_weight"": ""balanced"", ""svc__gamma"": 0.001}",0.6159494100670571,0.031064444220989685,0.544659940202721,0.032836379855819144,0.011199378967285156,9.253597278687163e-05,0.004623699188232422,7.941771183307865e-05,0.6168831168831169,0.5411290322580646,0.010932207107543945,0.0034132003784179688,17.0
dataset1,SVM_rbf,"{""svc__C"": 10, ""svc__class_weight"": null, ""svc__gamma"": ""scale""}",0.7278159748747985,0.0296294232048512,0.7257125463586935,0.029328532617893987,0.0072249889373779295,0.00012228827091583018,0.0038477897644042967,0.0001337926723663665,0.6883116883116883,0.6889589579365414,0.0072078704833984375,0.0026531219482421875,3.0
dataset1,SVM_rbf,"{""svc__C"": 10, ""svc__class_weight"": null, ""svc__gamma"": ""auto""}",0.7278159748747985,0.0296294232048512,0.7257125463586935,0.029328532617893987,0.0071047782897949215,0.00013727483405662848,0.0037727832794189455,0.00016315228474175205,0.6883116883116883,0.6889589579365414,0.007063150405883789,0.0027468204498291016,3.0
dataset1,SVM_rbf,"{""svc__C"": 10, ""svc__class_weight"": null, ""svc__gamma"": 0.01}",0.7057804940157882,0.023878586945211836,0.69834484087115,0.025401558640567173,0.00676417350769043,0.00010126734775801767,0.004000043869018555,0.00011204400903422919,0.7207792207792207,0.7074482295426572,0.006478071212768555,0.0025751590728759766,7.0
dataset1,SVM_rbf,"{""svc__C"": 10, ""svc__class_weight"": null, ""svc__gamma"": 0.001}",0.6601816484169426,0.019448072545325327,0.6057460136007335,0.02584343400335405,0.007923269271850586,0.0002402894336754414,0.004278373718261719,0.0001731121429698966,0.7012987012987013,0.673526584660886,0.0074880123138427734,0.003132343292236328,12.0
dataset1,SVM_rbf,"{""svc__C"": 10, ""svc__class_weight"": ""balanced"", ""svc__gamma"": ""scale""}",0.7265257618198795,0.02669531212697577,0.7243222154563769,0.026812411850874962,0.007557916641235352,0.000300838993012511,0.004224014282226562,0.00028054881056892956,0.6883116883116883,0.6889589579365414,0.007445096969604492,0.002774953842163086,4.0
dataset1,SVM_rbf,"{""svc__C"": 10, ""svc__class_weight"": ""balanced"", ""svc__gamma"": ""auto""}",0.7265257618198795,0.02669531212697577,0.7243222154563769,0.026812411850874962,0.007539033889770508,0.0002980154036449558,0.003911209106445312,0.00022918295920201299,0.6883116883116883,0.6889589579365414,0.007458209991455078,0.002816915512084961,4.0
dataset1,SVM_rbf,"{""svc__C"": 10, ""svc__class_weight"": ""balanced"", ""svc__gamma"": 0.01}",0.7044733044733045,0.022909161410984456,0.6975361268894726,0.02411779459788335,0.007050228118896484,0.00012136329105822793,0.0038802623748779297,6.338939820297579e-05,0.7142857142857143,0.7015847972854722,0.0069429874420166016,0.002582073211669922,8.0
dataset1,SVM_rbf,"{""svc__C"": 10, ""svc__class_weight"": ""balanced"", ""svc__gamma"": 0.001}",0.6614718614718615,0.012626461634779597,0.6121322160381812,0.021412718593187163,0.008057832717895508,7.262450645032998e-05,0.0041691303253173825,0.00015993843335144028,0.7077922077922078,0.6796680580317536,0.008305788040161133,0.0030252933502197266,11.0
dataset1,SVM_rbf,"{""svc__C"": 100, ""svc__class_weight"": null, ""svc__gamma"": ""scale""}",0.7487479840421016,0.03713191920285332,0.7483290544278415,0.03754633317308252,0.009185886383056641,0.0002762858686665948,0.0037258148193359377,0.00011528206690491302,0.7142857142857143,0.7149185515059181,0.008790016174316406,0.002471923828125,1.0
dataset1,SVM_rbf,"{""svc__C"": 100, ""svc__class_weight"": null, ""svc__gamma"": ""auto""}",0.7487479840421016,0.03713191920285332,0.7483290544278415,0.03754633317308252,0.008951759338378907,0.0003354593499008445,0.003518533706665039,0.00014978573182648197,0.7142857142857143,0.7149185515059181,0.00956416130065918,0.002397775650024414,1.0
dataset1,SVM_rbf,"{""svc__C"": 100, ""svc__class_weight"": null, ""svc__gamma"": 0.01}",0.7500127323656736,0.03187098064050677,0.7455226206092227,0.034474593156936156,0.007999277114868164,0.00022365678765496217,0.0036540508270263674,5.1410343664156646e-05,0.7207792207792207,0.7161758537523157,0.008738040924072266,0.0024230480194091797,2.0
dataset1,SVM_rbf,"{""svc__C"": 100, ""svc__class_weight"": null, ""svc__gamma"": 0.001}",0.7057635175282234,0.015488833150440943,0.6983667759162124,0.013220339410347857,0.007098245620727539,0.00018912526699314862,0.0037967205047607423,7.476414334456569e-05,0.7207792207792207,0.7120812462916201,0.00748896598815918,0.0027260780334472656,6.0
dataset1,SVM_rbf,"{""svc__C"": 100, ""svc__class_weight"": ""balanced"", ""svc__gamma"": ""scale""}",0.7487479840421016,0.03713191920285332,0.7483290544278415,0.03754633317308252,0.008978509902954101,0.00016711183914823002,0.0035786151885986326,7.580682096926905e-05,0.7142857142857143,0.7149185515059181,0.009338140487670898,0.0024089813232421875,1.0
dataset1,SVM_rbf,"{""svc__C"": 100, ""svc__class_weight"": ""balanced"", ""svc__gamma"": ""auto""}",0.7487479840421016,0.03713191920285332,0.7483290544278415,0.03754633317308252,0.00908656120300293,0.00012941999988876448,0.003637886047363281,4.227924466313276e-05,0.7142857142857143,0.7149185515059181,0.009127140045166016,0.002441883087158203,1.0
dataset1,SVM_rbf,"{""svc__C"": 100, ""svc__class_weight"": ""balanced"", ""svc__gamma"": 0.01}",0.7500127323656736,0.03187098064050677,0.7455226206092227,0.034474593156936156,0.008231401443481445,0.00018544686910055772,0.003619384765625,9.842771393431264e-05,0.7207792207792207,0.7161758537523157,0.009130001068115234,0.002496004104614258,2.0
dataset1,SVM_rbf,"{""svc__C"": 100, ""svc__class_weight"": ""balanced"", ""svc__gamma"": 0.001}",0.7070622188269248,0.01639469513619191,0.6999420760114367,0.014230920327500406,0.007348775863647461,0.00024406382537424517,0.004005146026611328,0.00015830429193476034,0.7207792207792207,0.7125367777853148,0.0075838565826416016,0.0027740001678466797,5.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": ""sqrt"", ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 100}",0.8880655292419999,0.02563926830766891,0.8881408407599094,0.025176287526981686,0.07026700973510742,0.0012729327171731573,0.0057223796844482425,0.0002334278664200101,0.8961038961038961,0.8962396811965887,0.07108020782470703,0.004286050796508789,29.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": ""sqrt"", ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 300}",0.8867413632119515,0.021898346331730677,0.8867544440770306,0.021594572046537436,0.20605230331420898,0.001731180743962528,0.013252496719360352,0.00021295779176127308,0.8896103896103896,0.8895730894598625,0.2050790786743164,0.012326717376708984,32.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": ""sqrt"", ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 600}",0.89065444359562,0.02140725321418653,0.890510417775354,0.021120017643005588,0.40535125732421873,0.0021272363879142157,0.024597644805908203,0.00019672598744349898,0.8896103896103896,0.8895730894598625,0.4027578830718994,0.023353099822998047,21.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": ""sqrt"", ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 100}",0.894576012223071,0.02755272687292803,0.8949611847686263,0.027124032060975828,0.06621479988098145,0.0012783385428649752,0.0052604198455810545,0.00013734229673465493,0.8961038961038961,0.8962396811965887,0.06627202033996582,0.0044269561767578125,11.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": ""sqrt"", ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 300}",0.8971734148204737,0.022895759610625805,0.8972688811049008,0.022751287207592636,0.1950766086578369,0.001942547187328109,0.01253504753112793,0.00011299314246316143,0.8896103896103896,0.8895430741031685,0.19067811965942383,0.010974884033203125,7.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": ""sqrt"", ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 600}",0.8971734148204737,0.022895759610625805,0.8972688811049008,0.022751287207592636,0.38482351303100587,0.0017825523221228835,0.023055553436279297,0.00047960993920215966,0.8961038961038961,0.8962396811965887,0.41644287109375,0.021656036376953125,7.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": ""log2"", ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 100}",0.8880655292419999,0.02563926830766891,0.8881408407599094,0.025176287526981686,0.06947188377380371,0.0007529971896478886,0.005488109588623047,0.00024413910693948376,0.8961038961038961,0.8962396811965887,0.06990885734558105,0.004359006881713867,29.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": ""log2"", ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 300}",0.8867413632119515,0.021898346331730677,0.8867544440770306,0.021594572046537436,0.20549535751342773,0.002727620653536097,0.013090705871582032,0.00019702162409872585,0.8896103896103896,0.8895730894598625,0.20308828353881836,0.011673688888549805,32.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": ""log2"", ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 600}",0.89065444359562,0.02140725321418653,0.890510417775354,0.021120017643005588,0.40366411209106445,0.0012096710905714814,0.02401585578918457,0.0002912952654094261,0.8896103896103896,0.8895730894598625,0.3983490467071533,0.022949934005737305,21.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": ""log2"", ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 100}",0.894576012223071,0.02755272687292803,0.8949611847686263,0.027124032060975828,0.06557726860046387,0.0007440979760825015,0.005419206619262695,0.00011615105236629749,0.8961038961038961,0.8962396811965887,0.06665587425231934,0.004324913024902344,11.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": ""log2"", ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 300}",0.8971734148204737,0.022895759610625805,0.8972688811049008,0.022751287207592636,0.19170823097229003,0.0010699833622202534,0.012173604965209962,0.00014044852996972617,0.8896103896103896,0.8895430741031685,0.18943285942077637,0.01162409782409668,7.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": ""log2"", ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 600}",0.8971734148204737,0.022895759610625805,0.8972688811049008,0.022751287207592636,0.3833279609680176,0.002305454511927316,0.0226285457611084,0.0001005363401030479,0.8961038961038961,0.8962396811965887,0.377579927444458,0.022414207458496094,7.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": null, ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 100}",0.8906374671080552,0.015561277652626158,0.890021395988333,0.015654279038085608,0.08103346824645996,0.0006046608599351669,0.004888200759887695,0.00013148265639893478,0.8896103896103896,0.8904585675508155,0.081085205078125,0.004005908966064453,22.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": null, ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 300}",0.8854256854256853,0.018677793624467955,0.8850223356885059,0.018676470779603237,0.24120917320251464,0.0017524214083582336,0.011268854141235352,0.00014880283989545756,0.8896103896103896,0.8904585675508155,0.24057292938232422,0.010942935943603516,34.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": null, ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 600}",0.8880315762668705,0.018096577418711436,0.8877023571887843,0.01804860661613864,0.48158836364746094,0.0017157942153326754,0.021634864807128906,0.0003067966496160217,0.8896103896103896,0.8904585675508155,0.4810941219329834,0.02134990692138672,30.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": null, ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 100}",0.8932263814616755,0.024989545389475988,0.8930184760352006,0.025007325924542013,0.08037538528442383,0.0012034071101830102,0.0050524711608886715,0.00020568859285342836,0.8766233766233766,0.8763932959546435,0.08106708526611328,0.004137992858886719,18.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": null, ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 300}",0.8945250827603768,0.024250756506426534,0.894369436726193,0.024217614279634595,0.2417569637298584,0.0017724316984507426,0.011563682556152343,0.00011342176984976462,0.8766233766233766,0.8763932959546435,0.23987412452697754,0.011233091354370117,17.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": null, ""randomforestclassifier__max_features"": null, ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 600}",0.8945250827603768,0.024250756506426534,0.894369436726193,0.024217614279634595,0.47376675605773927,0.0028516067181194294,0.021456050872802734,0.0003793246756546287,0.8766233766233766,0.8763932959546435,0.4737720489501953,0.021358013153076172,17.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": ""sqrt"", ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 100}",0.8945675239792887,0.020142378931202933,0.8945022728268747,0.01991804754923307,0.06800961494445801,0.0007917110008715274,0.005434894561767578,0.00018361305623319814,0.8896103896103896,0.8895730894598625,0.06835412979125977,0.004202127456665039,15.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": ""sqrt"", ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 300}",0.8971564383329088,0.01603301854367703,0.8968535760661656,0.015966177237030876,0.1997800350189209,0.0014800202224517858,0.012967729568481445,0.0002565896415568887,0.8766233766233766,0.8767592499155704,0.20167326927185059,0.011805057525634766,8.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": ""sqrt"", ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 600}",0.8945590357355062,0.02179541679872682,0.8943936048575164,0.021512257672713146,0.3998105049133301,0.001229999526152315,0.024051094055175783,8.821031197787223e-05,0.8896103896103896,0.8895730894598625,0.39914989471435547,0.022868871688842773,16.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": ""sqrt"", ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 100}",0.8919786096256684,0.025345352976352303,0.8924432011773835,0.024718669164696394,0.06556124687194824,0.0007280152191758184,0.005141115188598633,0.0001763102797093006,0.8896103896103896,0.8898107672311465,0.06420493125915527,0.004426002502441406,19.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": ""sqrt"", ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 300}",0.8945675239792887,0.020963013387228887,0.8947517825356371,0.020732477444546232,0.19269685745239257,0.0017826103715128197,0.012454748153686523,0.0002013200044282842,0.8961038961038961,0.8964773589678725,0.19141387939453125,0.011525869369506836,12.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": ""sqrt"", ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 600}",0.894576012223071,0.02249797765682294,0.8947128759883993,0.022378838974025397,0.38020939826965333,0.0021482627471448553,0.022729206085205077,0.00015436739694913319,0.8961038961038961,0.8962396811965887,0.3774988651275635,0.022245168685913086,13.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": ""log2"", ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 100}",0.8945675239792887,0.020142378931202933,0.8945022728268747,0.01991804754923307,0.06708240509033203,0.00037986202009943364,0.005262947082519532,5.2021950555976917e-05,0.8896103896103896,0.8895730894598625,0.06586599349975586,0.004328012466430664,15.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": ""log2"", ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 300}",0.8971564383329088,0.01603301854367703,0.8968535760661656,0.015966177237030876,0.19720544815063476,0.0010138859849163988,0.01273174285888672,0.00024708040557770895,0.8766233766233766,0.8767592499155704,0.19610595703125,0.012164831161499023,8.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": ""log2"", ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 600}",0.8945590357355062,0.02179541679872682,0.8943936048575164,0.021512257672713146,0.3934375762939453,0.0019994415431926664,0.023611974716186524,0.0002906273934551127,0.8896103896103896,0.8895730894598625,0.39064884185791016,0.022323131561279297,16.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": ""log2"", ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 100}",0.8919786096256684,0.025345352976352303,0.8924432011773835,0.024718669164696394,0.06431345939636231,0.0007165846463922918,0.005154657363891602,0.00014381620547203889,0.8896103896103896,0.8898107672311465,0.06415104866027832,0.004212856292724609,19.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": ""log2"", ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 300}",0.8945675239792887,0.020963013387228887,0.8947517825356371,0.020732477444546232,0.19047160148620607,0.001006940882628857,0.012375402450561523,0.00013729494054084677,0.8961038961038961,0.8964773589678725,0.18933892250061035,0.011232137680053711,12.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": ""log2"", ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 600}",0.894576012223071,0.02249797765682294,0.8947128759883993,0.022378838974025397,0.38019757270812987,0.0013802981538884383,0.022505998611450195,0.00030918821436340876,0.8961038961038961,0.8962396811965887,0.3748462200164795,0.0229489803314209,13.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": null, ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 100}",0.890628978864273,0.018136737352042225,0.889980009863978,0.018152698135024143,0.08169007301330566,0.00020183807777836798,0.004885816574096679,0.00010490142211770442,0.8896103896103896,0.8904585675508155,0.07902383804321289,0.00405120849609375,23.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": null, ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 300}",0.8867243867243868,0.019579123756757,0.8863416533764676,0.01953278248445119,0.23791537284851075,0.0015049576490693735,0.011355161666870117,6.338993624100013e-05,0.8896103896103896,0.8904585675508155,0.23868179321289062,0.011106014251708984,33.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": null, ""randomforestclassifier__min_samples_split"": 2, ""randomforestclassifier__n_estimators"": 600}",0.8893302775655716,0.016962743778829757,0.8889243108036518,0.016971171626055548,0.4758594036102295,0.002635736489108159,0.021045589447021486,0.0001876024037821075,0.8896103896103896,0.8904585675508155,0.47245192527770996,0.020776987075805664,27.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": null, ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 100}",0.8932263814616755,0.024989545389475988,0.8930184760352006,0.025007325924542013,0.07946105003356933,0.0006117735889646215,0.004945039749145508,0.0002008054634175849,0.8766233766233766,0.8763932959546435,0.07811689376831055,0.0040471553802490234,18.0
dataset1,RandomForest,"{""randomforestclassifier__class_weight"": null, ""randomforestclassifier__max_depth"": 10, ""randomforestclassifier__max_features"": null, ""randomforestclassifier__min_samples_split"": 5, ""randomforestclassifier__n_estimators"": 300}",0.8945250827603768,0.024250756506426534,0.894369436726193,0.024217614279634595,0.23537001609802247,0.0009111158884927362,0.01150360107421875,0.00011970688917161056,0.8766233766233766,0.8763932959546435,0.23242688179016113,0.01038217544555664,17.0
