Dataset,NeuralNet,RandomForest,SVM_rbf
dataset1,0.7284799745900316,0.8962396811965887,0.6814495290146956
dataset2,0.9999566943814056,0.999978347325562,0.9997184941757472
dataset3,1.0,1.0,0.8831901181525241
dataset4,0.6762135470890974,0.6714097394540943,0.6690646820672825
