Dataset,NeuralNet,RandomForest,SVM_rbf
dataset1,0.7317714964773788,0.8893642305407011,0.6862490450725744
dataset2,0.9999448673635998,0.9999957590279692,0.999762505566276
dataset3,1.0,0.993076717455226,0.9143277198609996
dataset4,0.8138,0.8162,0.8189
